filename,title,memory,workers,total_executions
ml_stage0_aws_512Mb_x86,ml_stage0_aws_512Mb_x86,512,28,10
ml_stage1,ml_stage1,512,5,4
ml_stage1,ml_stage1,512,6,4
ml_stage1,ml_stage1,512,7,6
ml_stage1,ml_stage1,512,8,6
ml_stage1,ml_stage1,512,9,6
ml_stage1,ml_stage1,512,10,7
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,4,12
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,5,12
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,6,12
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,7,12
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,8,24
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,9,24
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,10,24
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,12,12
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,16,18
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,20,20
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,24,17
ml_stage1_aws_1024Mb_arm,ml_stage1_aws_1024Mb_arm,1024,28,20
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,4,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,5,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,6,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,7,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,8,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,9,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,10,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,12,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,16,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,20,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,24,10
ml_stage1_aws_1024Mb_x86,ml_stage1_aws_1024Mb_x86,1024,28,10
