Architecture,Memory_MB,Workers,Stage,Example,Executions,Compute_Time_s,Energy_J,Cost_dollars
x86,512,10,stage2,video,7,0.35470730917794363,1387.323177093983,0.0295648542199816
x86,512,12,stage2,video,7,0.29570028611591886,1630.1447315938474,0.029575942617314208
x86,512,16,stage2,video,8,0.22787579894065857,2169.490839929342,0.03038951654672623
x86,512,20,stage2,video,8,0.1855767548084259,2649.4243295791152,0.0309356450265646
x86,512,24,stage2,video,8,0.16342437143127123,3222.523093062193,0.0326914112611115
x86,512,28,stage2,video,8,0.16111442553145544,3613.552077651116,0.03760088463053107
x86,2048,4,stage0,ml,13,1.87144424365117,1302.4333554873099,0.24957580433332002
x86,2048,5,stage0,ml,14,1.8726084572928292,1622.160162815111,0.31216382983071467
x86,2048,6,stage0,ml,13,1.8632429929879994,1967.0079985518087,0.37272312831731946
x86,2048,7,stage0,ml,14,1.8697063071387154,2187.648505259752,0.43635205796003346
x86,2048,8,stage0,ml,15,1.9068850517272948,2576.890395123418,0.5086043809967041
x86,2048,9,stage0,ml,14,1.93107271194458,2924.544723218322,0.5794376779460908
x86,2048,10,stage0,ml,14,1.9698043721062797,3156.5732589272084,0.6567327776602336
x86,2048,12,stage0,ml,15,1.984368880589803,4003.4515859266285,0.7939063017463684
x86,2048,16,stage0,ml,15,2.0026532491048177,5190.789140010833,1.068295349202474
x86,2048,20,stage0,ml,15,2.0286333401997885,6656.017451702435,1.3526927112452192
x86,2048,24,stage0,ml,13,1.9763320225935717,7861.796670475302,1.5813818311984724
x86,2048,28,stage0,ml,14,1.919309343610491,9581.988983569621,1.7917136584472657
x86,2048,4,stage2,video,8,0.2713649272918701,640.4434710413813,0.0361892267036438
x86,2048,5,stage2,video,8,0.21215283274650573,771.0694424175621,0.03536587721884251
x86,2048,6,stage2,video,8,0.18217887977759042,903.3301275214551,0.036443063110709197
x86,2048,7,stage2,video,8,0.15132598791803634,1028.093117103398,0.03531645906031132
x86,2048,8,stage2,video,8,0.13708700612187386,1152.546233076453,0.036563846272826196
x86,2048,9,stage2,video,8,0.11736600266562568,1315.480975578934,0.03521684275984764
x86,2048,10,stage2,video,8,0.10451589822769165,1450.000789490789,0.0348456004691124
x86,2048,12,stage2,video,9,0.08898541220912227,2298.92267688234,0.035601283716625645
x86,2048,16,stage2,video,8,0.07286055386066437,2215.9782645738414,0.03886673385143281
x86,2048,20,stage2,video,8,0.052889035642147066,2733.40532059002,0.03526640896618366
x86,2048,24,stage2,video,8,0.054785050451755524,3284.007921166719,0.04383680596947671
x86,2048,28,stage2,video,8,0.32424437573977877,3679.7621126088197,0.30268860964059835
ARM,2048,4,stage,titanic,10,35.383913832902905,7710.498433890346,3.776171284247398
ARM,2048,5,stage,titanic,10,26.937582955360412,7514.089840366841,3.593473566245079
ARM,2048,6,stage,titanic,10,21.251877268155415,7282.524138940571,3.402000513086319
ARM,2048,7,stage,titanic,10,17.714179594176155,7243.656320102215,3.3083001810083386
ARM,2048,8,stage,titanic,10,14.990829822421073,7232.762228933572,3.1996427172975537
ARM,2048,9,stage,titanic,10,12.971110521422492,7222.052174077035,3.1146230584039687
ARM,2048,10,stage,titanic,10,11.508627123832703,7230.329214488267,3.070501716638565
ARM,2048,12,stage,titanic,10,9.207507177193959,7294.490052905083,2.9478754978504176
ARM,2048,16,stage,titanic,10,6.586391167342663,7672.475927221775,2.811598661515236
ARM,2048,20,stage,titanic,10,5.100331877470016,8092.794834200145,2.7215370898180007
ARM,2048,24,stage,titanic,10,4.124948923786481,8366.052063037157,2.641287294878959
ARM,2048,28,stage,titanic,10,3.5022487257208144,9150.66032729388,2.616319888062477
ARM,512,4,stage2,ml,16,5.513757682869424,628.0125560891771,0.14710705497895624
ARM,512,5,stage2,ml,16,6.270236742584787,853.1464188572027,0.20911239536520265
ARM,512,6,stage2,ml,16,6.390496033759742,1059.4383026953687,0.25574765127106486
ARM,512,7,stage2,ml,16,6.431628262754133,1255.7552774642252,0.3002927235879905
ARM,512,8,stage2,ml,16,6.608642423771261,1505.07930908389,0.3526371597324345
ARM,512,9,stage2,ml,18,6.594087874803372,1707.5802051958287,0.3958430951244464
ARM,512,10,stage2,ml,16,6.894681254769135,1998.3334895860085,0.4598752396931013
ARM,512,12,stage2,ml,18,6.737236699655512,2482.1709259458657,0.5392484254404273
ARM,512,16,stage2,ml,16,5.638187673632514,3031.000490140243,0.6017073885300618
ARM,512,20,stage2,ml,20,5.883860090147684,4120.349342001224,0.784906936025701
ARM,512,24,stage2,ml,16,5.604737455261247,4985.896557173135,0.8972063718382203
ARM,512,28,stage2,ml,16,5.618873208437331,6099.098715015242,1.049380760407756
ARM,512,4,stage1,video,8,17.397376634180546,1035.6467747047543,0.46416200859993695
ARM,512,5,stage1,video,7,14.199025515147618,1127.853580215999,0.473537500930173
ARM,512,6,stage1,video,7,10.345276815550667,1093.9454478093558,0.4140179781583377
ARM,512,7,stage1,video,8,8.890285449368614,1165.5514598801733,0.4150874276310206
ARM,512,8,stage1,video,8,7.803072363138199,1246.017501099408,0.41637194129705424
ARM,512,9,stage1,video,8,6.896463404099147,1300.2794989436863,0.4139946981480717
ARM,512,10,stage1,video,8,6.208788302540779,1385.4334869280456,0.41412617977946997
ARM,512,12,stage1,video,8,5.264410605033238,1530.3931025147435,0.4213634248268604
ARM,512,16,stage1,video,8,4.896793542429805,2142.9365936011077,0.5225858068481087
ARM,512,20,stage1,video,7,3.6876757059778487,2315.88289658342,0.491935939177445
ARM,512,24,stage1,video,7,2.7402344828560237,2444.929764720372,0.43865673601559224
ARM,512,28,stage1,video,8,2.7107571299586977,2905.709199874102,0.5062610015910863
ARM,1024,4,stage,pi,11,36.45314306020737,1790.3525601322006,1.9451397136926651
ARM,1024,5,stage,pi,10,29.083511514663698,1824.9063382172583,1.9398702180280687
ARM,1024,6,stage,pi,10,24.13384024699529,1856.4975619900224,1.931672573369503
ARM,1024,7,stage,pi,10,20.643560242652892,1895.4447356736664,1.927695655458927
ARM,1024,8,stage,pi,10,18.121318054199218,1908.9393002128606,1.9339070627441406
ARM,1024,9,stage,pi,10,16.078986427519055,1959.2563326823708,1.9304431104879376
ARM,1024,10,stage,pi,13,14.501653427344102,2001.9317882987173,1.9345205672077035
ARM,1024,12,stage,pi,10,12.02594461242358,2080.3679834699633,1.9251132135567663
ARM,1024,16,stage,pi,10,9.035863888263702,2204.8655375862127,1.9286147883110043
ARM,1024,20,stage,pi,11,7.266555079546841,2375.4358434525407,1.9387168952230973
ARM,1024,24,stage,pi,11,5.975310191963658,2545.3536005388623,1.9130553110590847
ARM,1024,28,stage,pi,11,5.1034258797571255,2689.413215770506,1.9062316346068813
x86,1024,4,stage2,ml,10,3.196087193489075,1320.1075859815599,0.21311509406185153
x86,1024,5,stage2,ml,10,3.161398296356201,1668.7226419570447,0.26350254800128936
x86,1024,6,stage2,ml,10,3.186437920729319,2073.066294748926,0.31870752083134657
x86,1024,7,stage2,ml,10,3.122504908697946,2432.7243411479953,0.3643650977959633
x86,1024,8,stage2,ml,10,3.1509671926498415,2863.584434638285,0.4202129848117829
x86,1024,9,stage2,ml,10,3.074681451585558,3258.0915880610946,0.4612944581813813
x86,1024,10,stage2,ml,10,3.1356251788139344,3677.3896828510756,0.5227087173082829
x86,1024,12,stage2,ml,10,3.046588438749313,4495.536307525325,0.6094395512874126
x86,1024,16,stage2,ml,10,2.9912141501903533,6384.417369480778,0.7978166381387711
x86,1024,20,stage2,ml,10,2.943069477081299,8497.431441296101,0.981219363658905
x86,1024,24,stage2,ml,10,3.000536620616913,10816.501234205796,1.2004546911764147
x86,1024,28,stage2,ml,10,2.9879913815430235,13134.1920290061,1.3946748572490217
x86,1024,4,stage0,video,10,74.09639563560486,12176.533261383629,4.940747660982132
x86,1024,5,stage0,video,9,74.68931868341234,16017.952947622407,6.225354712262419
x86,1024,6,stage0,video,9,73.72684285375807,19645.6078596576,7.374158822232884
x86,1024,7,stage0,video,9,74.84274045626323,22937.374949308585,8.733399383841357
x86,1024,8,stage0,video,10,73.07779877185821,26266.7673384924,9.745655244215012
x86,1024,9,stage0,video,11,73.94957845861262,29180.004682170147,11.094655256145654
x86,1024,10,stage0,video,12,73.44107528527577,31696.670006545988,12.242627250055472
x86,1024,12,stage0,video,11,72.06570725007491,39557.09128255202,14.416024078304986
x86,1024,16,stage0,video,12,73.29513563712437,51531.04014154752,19.549278577133816
x86,1024,20,stage0,video,13,72.96466972277715,65062.0326844065,24.326420885573903
x86,1024,24,stage0,video,12,73.79234093427658,74983.50593104077,29.522839760985377
x86,1024,28,stage0,video,14,73.51733492101941,89615.72970049,34.314951247735024
ARM,512,4,stage,pi,10,50.19167342185974,1902.9589940404885,1.339113846895218
ARM,512,5,stage,pi,10,39.931666460037235,1945.0929044878478,1.3317210764422418
ARM,512,6,stage,pi,10,33.01017362674077,1955.6743837130073,1.3210671485421657
ARM,512,7,stage,pi,10,28.15592167377472,1983.8565511643883,1.3145999829485415
ARM,512,8,stage,pi,10,24.571371388435363,1979.004844925403,1.311128377286911
ARM,512,9,stage,pi,10,21.740068358845182,2047.859719439745,1.3050563035814762
ARM,512,10,stage,pi,10,19.523156888484955,2041.8587937211998,1.3021945644619464
ARM,512,12,stage,pi,10,16.154261964559556,2120.33388854742,1.292987127643347
ARM,512,16,stage,pi,10,12.202124580740929,2228.904055815934,1.3022107352566719
ARM,512,20,stage,pi,10,9.745813466310501,2428.2962237679953,1.3000915164058209
ARM,512,24,stage,pi,10,7.944942524035771,2493.676457698346,1.2718263992476462
ARM,512,28,stage,pi,10,6.792246729135513,2660.8145429205924,1.2685199991333485
ARM,512,12,stage,titanic,5,33.55135869582494,6589.9360642433185,2.685450750013828
ARM,512,16,stage,titanic,5,23.72417632639408,6731.177224466801,2.531844097552776
ARM,512,20,stage,titanic,5,18.363620302677155,6914.317182917594,2.4497069483771328
ARM,512,24,stage,titanic,5,14.820417867104213,7481.3655333852785,2.3724524921660426
ARM,512,28,stage,titanic,5,12.554001694066184,7291.371046092512,2.3445853563838
ARM,1024,4,stage1,video,8,8.67260517179966,1184.5648176178336,0.46277021196722984
ARM,1024,5,stage1,video,13,8.045232879198515,1450.8470640961943,0.5366170330425409
ARM,1024,6,stage1,video,12,5.585627377033234,1345.9499909977121,0.44707361525774
ARM,1024,7,stage1,video,12,4.434538046518962,1344.4145457367101,0.4140971627839406
ARM,1024,8,stage1,video,11,3.583903220566836,1354.3448932680215,0.38247415169889276
ARM,1024,9,stage1,video,11,3.7612433626194193,1616.3404125636273,0.45157487811608743
ARM,1024,10,stage1,video,13,3.9471064182428215,1927.927019751989,0.5265439961935924
ARM,1024,12,stage1,video,15,3.128476452827454,2019.7740972359989,0.5008065105686189
ARM,1024,16,stage1,video,14,2.1212609580584934,2235.706516535793,0.4527619388880048
ARM,1024,20,stage1,video,15,1.8152146776517233,2671.433753956954,0.4842992759974798
ARM,1024,24,stage1,video,13,1.5059817249958332,2991.1220087931706,0.4821551090746659
ARM,1024,28,stage1,video,15,1.285734600680215,3414.4794719902684,0.4802475880460739
ARM,1024,4,stage3,ml,12,1.8048333195326978,605.5180640593751,0.09630590593026475
ARM,1024,5,stage3,ml,12,1.8354140467124995,771.446213119416,0.12242211691572373
ARM,1024,6,stage3,ml,12,1.889019367970928,918.6618886337837,0.15119711021239307
ARM,1024,7,stage3,ml,12,1.9608704319180907,1068.4673398416412,0.1831060809325113
ARM,1024,8,stage3,ml,24,2.0536012495198066,1333.3398954487125,0.21916032534875377
ARM,1024,9,stage3,ml,24,2.0449674033001086,1484.4618283736565,0.24551878644021105
ARM,1024,10,stage3,ml,24,2.206246519830555,1659.1618519111248,0.29431328574539606
ARM,1024,12,stage3,ml,12,2.177038545897752,2020.2201130826033,0.34850033042731215
ARM,1024,16,stage3,ml,18,2.417334208256001,2782.383651944418,0.5159558134101608
ARM,1024,20,stage3,ml,20,2.8165365337995913,3960.351038452843,0.751451947217731
ARM,1024,24,stage3,ml,17,2.7942361999726475,4604.597673207126,0.8946026617832428
ARM,1024,28,stage3,ml,20,2.8069901274443056,5628.422079221422,1.048466952402997
ARM,512,4,stage3,ml,16,3.90792308527689,501.45273496103823,0.10426338791518741
ARM,512,5,stage3,ml,16,4.021372438874366,683.9371298584083,0.1341127708364601
ARM,512,6,stage3,ml,16,4.116115017614776,828.0393913453677,0.16472692300494332
ARM,512,7,stage3,ml,16,4.337741551875756,997.4637877672424,0.20252915305707905
ARM,512,8,stage3,ml,16,4.327051896667032,1128.9707045195903,0.23089148920615282
ARM,512,9,stage3,ml,18,4.522528209212869,1266.1166311256252,0.27148736839904847
ARM,512,10,stage3,ml,16,4.837994617250214,1446.5577293991355,0.32269424097058924
ARM,512,12,stage3,ml,18,4.926812018006566,1772.0587026109847,0.3943420339212455
ARM,512,16,stage3,ml,16,4.6166276764844785,2148.959491909718,0.4926865056344235
ARM,512,20,stage3,ml,20,5.110511788484234,3047.0190049478197,0.6817422725837968
ARM,512,24,stage3,ml,16,5.453629904451898,3798.1844818328887,0.8730170751046598
ARM,512,28,stage3,ml,16,5.490081299742168,4419.489488786008,1.0253275835398472
ARM,512,4,stage0,video,8,177.8520145714283,7814.444084835051,4.745091748765707
ARM,512,5,stage0,video,7,177.73809695243835,9724.517696499826,5.927565533363818
ARM,512,6,stage0,video,7,177.63486187798637,11654.407750531605,7.108947172357014
ARM,512,7,stage0,video,8,177.14331576228142,13521.569307465852,8.270821412940919
ARM,512,8,stage0,video,8,176.49733811616898,15355.427369940278,9.417897961878776
ARM,512,9,stage0,video,8,175.57168212532997,17181.596349947155,10.539568077983558
ARM,512,10,stage0,video,8,176.05184262990952,19174.38778345287,11.742657903414964
ARM,512,12,stage0,video,8,175.6141802072525,23040.977321773764,14.056158983788489
ARM,512,16,stage0,video,8,175.97379285097122,30643.47510938644,18.779923173055646
ARM,512,20,stage0,video,7,176.17668649128504,38413.23913839886,23.501969977937424
ARM,512,24,stage0,video,7,177.2977088860103,46232.99696367808,28.38181723847253
ARM,512,28,stage0,video,8,177.29217767715454,54396.641315054905,33.11108710298538
x86,2048,4,stage,pi,13,34.19137896941258,3198.559185034128,4.559762299360862
x86,2048,5,stage,pi,13,27.27881595538213,3233.746142173088,4.547378619762201
x86,2048,6,stage,pi,13,22.655405573355846,3333.5001664023766,4.531987330894103
x86,2048,7,stage,pi,13,19.39136283476274,3399.014247737335,4.5255562583769295
x86,2048,8,stage,pi,13,17.027556382692776,3465.658473520645,4.541589838391817
x86,2048,9,stage,pi,13,15.141393046093802,3521.0914126535,4.543326397410906
x86,2048,10,stage,pi,14,13.60915675333568,3590.836026063546,4.537292861562116
x86,2048,12,stage,pi,14,11.310905818428312,3710.793373988918,4.525267199836799
x86,2048,16,stage,pi,14,8.443544028060776,3951.3473880413594,4.504124126328741
x86,2048,20,stage,pi,15,6.799188438256581,4209.272386572456,4.533698850629489
x86,2048,24,stage,pi,16,5.594124098618825,4453.4550295968975,4.476194338750839
x86,2048,28,stage,pi,16,4.784983871238572,4749.990201693059,4.466878143478632
x86,512,4,stage0,ml,10,5.87536461353302,1243.1243979190826,0.1958846562151909
x86,512,5,stage0,ml,10,5.9631335735321045,1608.509112148285,0.2485135916769505
x86,512,6,stage0,ml,10,5.917070603370666,1863.1681773413661,0.295912700874567
x86,512,7,stage0,ml,10,5.895919895172119,2130.5134065273287,0.3439974462838173
x86,512,8,stage0,ml,10,6.044704580307007,2611.834040785217,0.4030609014148712
x86,512,9,stage0,ml,10,6.08275785446167,2905.802333456683,0.45629808045244225
x86,512,10,stage0,ml,10,6.061337089538574,3423.947606756926,0.5052124464130402
x86,512,12,stage0,ml,10,6.042692828178406,3721.73577893343,0.6043901366744041
x86,512,16,stage0,ml,9,6.21380795372857,5083.73643111462,0.8286734287092422
x86,512,20,stage0,ml,9,6.047514888975355,6393.743385651377,1.0081207319921919
x86,512,24,stage0,ml,10,6.2037054061889645,7388.323144935037,1.2409892294540406
x86,512,28,stage0,ml,10,6.116489148139953,8689.300280590629,1.4274662373929023
x86,1024,4,stage3,video,10,17.89299294948578,3950.4310343052866,1.1931047698717119
x86,1024,5,stage3,video,9,14.487363603379992,3922.907931821611,1.2075217563417227
x86,1024,6,stage3,video,9,14.267266247007582,4832.535535383861,1.4270119700256985
x86,1024,7,stage3,video,9,14.295901086595324,5867.663314889591,1.6681886977948084
x86,1024,8,stage3,video,10,14.148647022247314,6603.201105954744,1.8868635668869018
x86,1024,9,stage3,video,11,14.311434377323497,7648.521463382851,2.1471444996298445
x86,1024,10,stage3,video,12,14.655113716920217,8497.77829921464,2.4430074566106006
x86,1024,12,stage3,video,11,14.156241070140492,10015.778193290625,2.831814463670904
x86,1024,16,stage3,video,12,14.222484310468039,13759.079570997239,3.7934210152880357
x86,1024,20,stage3,video,13,13.18679875593919,15442.636634789613,4.396478705230127
x86,1024,24,stage3,video,12,14.347001751263937,20135.53774055338,5.739948460645676
x86,1024,28,stage3,video,14,14.223445790154594,22637.926459805964,6.638935557012559
x86,1024,4,stage1,ml,10,74.65728825330734,13779.581990859271,4.978147980730534
x86,1024,5,stage1,ml,10,72.54108755588531,16745.268044914577,6.046299647783042
x86,1024,6,stage1,ml,10,72.14227411746978,19943.15121601389,7.215670257229329
x86,1024,7,stage1,ml,10,71.94709138529642,23362.78486936011,8.39550609375024
x86,1024,8,stage1,ml,10,70.72160019576549,26331.87494278695,9.431432602107286
x86,1024,9,stage1,ml,10,69.80425701406267,29255.89444030765,10.472732679819822
x86,1024,10,stage1,ml,10,68.87360803842544,31831.15558572991,11.481230460005523
x86,1024,12,stage1,ml,10,67.875725766023,37830.223770129305,13.577860182235241
x86,1024,16,stage1,ml,10,66.87264894992113,50502.0674932442,17.836272927922966
x86,1024,20,stage1,ml,10,65.37492042183877,62122.71044957132,21.79599846864104
x86,1024,24,stage1,ml,10,63.92831626137097,73117.61563294027,25.576440769849302
x86,1024,28,stage1,ml,10,63.32852177109037,84792.1309482567,29.559220821874145
ARM,1024,4,stage0,ml,12,2.636932387195462,697.8049535130791,0.14070671218074984
ARM,1024,5,stage0,ml,12,2.67132530027494,910.6752235709055,0.1781773975283385
ARM,1024,6,stage0,ml,12,2.7530788959251407,1107.2941423886336,0.22035643482984824
ARM,1024,7,stage0,ml,12,2.8184053158939992,1370.1814067159207,0.26318268839818165
ARM,1024,8,stage0,ml,24,2.802637544046481,1548.7881409303002,0.29909747870064046
ARM,1024,9,stage0,ml,24,2.8195850382235945,1720.2662902852617,0.3385193796891247
ARM,1024,10,stage0,ml,24,2.876938879394348,1952.1741709099224,0.383783646511206
ARM,1024,12,stage0,ml,12,2.763871446206649,2297.836054104346,0.44244054110876035
ARM,1024,16,stage0,ml,18,2.7740448401823787,3123.5486475052294,0.5920921306885268
ARM,1024,20,stage0,ml,20,2.669783392398638,3690.4052955797965,0.7122982090919566
ARM,1024,24,stage0,ml,17,2.9028345646849263,4577.08099073049,0.9293715142295259
ARM,1024,28,stage0,ml,20,2.706130128604072,5269.0693488729585,1.010793725636193
x86,512,4,stage3,video,7,27.224598237446376,3431.9541643434254,0.9076681052364622
x86,512,5,stage3,video,7,26.466354199818202,3991.8251293729036,1.1029853112774237
x86,512,6,stage3,video,8,27.021026223897934,5074.4049490068555,1.351321521457136
x86,512,7,stage3,video,8,27.58703225851059,5718.729543909192,1.6095653971228003
x86,512,8,stage3,video,8,27.577248692512512,6693.561628305198,1.8388509428167343
x86,512,9,stage3,video,8,27.945023596286774,7344.768838923991,2.0962959450754526
x86,512,10,stage3,video,7,27.720806530543737,8330.023858811854,2.3105292243208204
x86,512,12,stage3,video,7,27.746607984815324,9770.02994362981,2.7752157306412286
x86,512,16,stage3,video,8,27.546823799610138,12978.551686343195,3.6736444219160083
x86,512,20,stage3,video,8,27.684079110622406,17497.6220443666,4.614935987740755
x86,512,24,stage3,video,8,27.39267858862877,20573.93486534214,5.479631424869299
x86,512,28,stage3,video,8,27.455766022205353,24229.563417790298,6.407626674262286
ARM,1024,4,stage2,video,8,0.7574670389294624,467.64532170891766,0.04041844119727611
ARM,1024,5,stage2,video,13,0.7676035037407508,636.9557384151677,0.051199153699508074
ARM,1024,6,stage2,video,12,0.5293475356366899,656.9782803575199,0.042368976752360656
ARM,1024,7,stage2,video,12,0.39015809127262663,672.9119406918686,0.036432962563037866
ARM,1024,8,stage2,video,11,0.31109871647574683,731.0089408419348,0.0332004550222917
ARM,1024,9,stage2,video,11,0.37874853008925313,965.4459151842381,0.045472548522515734
ARM,1024,10,stage2,video,13,0.43619235295515796,1226.503248342183,0.05818805988421807
ARM,1024,12,stage2,video,15,0.31459864377975466,1279.6440151643756,0.05036095089626312
ARM,1024,16,stage2,video,14,0.18856694442885263,1501.7583616835732,0.04024772861889431
ARM,1024,20,stage2,video,15,0.1687876009941101,1919.127418649196,0.04503253194522858
ARM,1024,24,stage2,video,13,0.1329137010452075,2194.051672753005,0.04255365052663363
ARM,1024,28,stage2,video,15,0.12442062184924171,2510.5082793442384,0.04647359067312876
x86,1024,4,stage,titanic,10,75.41346688270569,14340.052341866258,5.028569971738817
x86,1024,5,stage,titanic,10,56.78661029815674,13631.63656306312,4.733163968351364
x86,1024,6,stage,titanic,10,44.174917276700334,13067.035360161422,4.418375226015568
x86,1024,7,stage,titanic,10,36.22682419845036,12834.324347614454,4.227308115717173
x86,1024,8,stage,titanic,10,30.609172150492668,12760.373333100082,4.082039197989703
x86,1024,9,stage,titanic,10,26.417459739579094,12687.769243287968,3.9634114847290522
x86,1024,10,stage,titanic,10,23.36664589881897,12645.4955545341,3.8952198713331225
x86,1024,12,stage,titanic,10,18.295764644940693,12427.357667655731,3.6598847595739366
x86,1024,16,stage,titanic,10,13.014479713141919,12946.31102343603,3.471222029089213
x86,1024,20,stage,titanic,10,10.026349239349365,13450.532695703772,3.3427848363990784
x86,1024,24,stage,titanic,10,7.94843470354875,13647.478380862529,3.1800097561957843
x86,1024,28,stage,titanic,11,6.756191485887998,14959.62481184732,3.153519937953082
