memory_mb,record_count,avg_execution_time,avg_aws_cost,avg_tdp,time_efficiency_sec_per_mb,cost_efficiency_usd_per_mb
512,262,35.88411535695765,2.929934320840911,980.9002945538147,0.07008616280655791,0.005722527970392404
1024,276,20.990966637531436,3.0365346503188606,1006.4833086674042,0.020498990856964293,0.0029653658694520123
2048,300,13.511860463228148,3.4898770819059735,1234.7345251570732,0.006597588116810619,0.001704041543899401
